hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B02764,B02764,2021-01-01 00:41:33,2021-01-01 00:47:28,2021-01-01 00:49:29,2021-01-01 01:01:12,212,167,3.71,704,12.87,0.0,0.39,1.14,0.0,,0.0,14.13,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:24:25,2021-01-01 00:25:16,2021-01-01 00:26:23,2021-01-01 01:16:47,68,14,12.92,3024,45.25,0.0,2.09,4.58,2.75,,8.53,41.31,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:21:05,2021-01-01 00:21:58,2021-01-01 00:23:12,2021-01-01 00:35:36,262,168,4.03,744,11.12,0.0,0.33,0.99,2.75,,0.0,12.0,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:35:42,2021-01-01 00:40:03,2021-01-01 00:40:40,2021-01-01 00:53:07,69,127,4.02,747,13.99,0.0,0.42,1.24,0.0,,0.0,12.0,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:45:43,2021-01-01 00:55:34,2021-01-01 00:55:34,2021-01-01 01:15:13,127,265,8.0,1179,29.2,0.0,0.88,2.59,0.0,,0.0,21.89,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:14:07,2021-01-01 00:18:41,2021-01-01 00:18:49,2021-01-01 00:50:25,211,254,15.74,1896,33.91,0.0,1.51,3.59,2.75,,4.7,35.41,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:47:59,2021-01-01 00:52:42,2021-01-01 00:53:05,2021-01-01 01:04:18,32,18,2.82,673,16.32,0.0,0.49,1.45,0.0,,0.0,11.93,N,N, ,N,N
HV0003,B02867,B02867,2021-01-01 00:06:02,2021-01-01 00:06:21,2021-01-01 00:08:23,2021-01-01 00:18:26,188,89,1.67,603,7.62,0.0,0.23,0.68,0.0,,0.0,7.78,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:04:32,,2021-01-01 00:16:05,2021-01-01 00:37:28,73,258,8.968,1283,23.31,0.0,0.7,2.07,0.0,,0.0,20.7,N,N,N,N,N
HV0003,B02877,B02877,2021-01-01 00:34:50,2021-01-01 00:41:39,2021-01-01 00:43:16,2021-01-01 00:51:51,258,134,1.93,515,9.9,0.0,0.3,0.88,0.0,,0.0,8.7,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:50:03,2021-01-01 00:51:51,2021-01-01 00:52:15,2021-01-01 01:11:06,134,82,6.61,1131,21.93,0.0,0.66,1.95,0.0,,0.0,19.02,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:31:05,,2021-01-01 00:39:30,2021-01-01 01:03:12,37,36,2.489,1422,10.59,0.0,0.32,0.94,0.0,,0.0,14.67,N,N,N,N,N
HV0003,B02869,B02869,2021-01-01 00:21:02,2021-01-01 00:27:30,2021-01-01 00:28:08,2021-01-01 00:34:49,256,37,1.23,401,7.91,0.0,0.24,0.7,0.0,,0.0,5.39,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:24:59,,2021-01-01 00:29:18,2021-01-01 00:35:58,17,225,0.775,400,7.22,0.0,0.22,0.64,0.0,,2.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:33:33,,2021-01-01 00:40:52,2021-01-01 01:02:01,225,40,3.986,1269,19.43,0.0,0.58,1.72,0.0,,0.0,15.05,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:22:01,,2021-01-01 00:25:08,2021-01-01 00:43:42,75,244,5.697,1114,17.71,0.0,0.53,1.57,0.0,,0.0,15.65,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:40:06,,2021-01-01 00:47:02,2021-01-01 00:56:12,244,244,2.846,550,7.54,0.0,0.23,0.67,0.0,,0.0,7.76,N,N,N,N,N
HV0003,B02875,B02875,2021-01-01 00:33:34,2021-01-01 00:34:37,2021-01-01 00:36:23,2021-01-01 00:49:11,234,143,3.25,768,16.29,0.0,0.75,1.46,2.75,,3.96,11.51,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:49:26,2021-01-01 00:51:24,2021-01-01 00:51:24,2021-01-01 01:01:19,143,230,1.61,595,11.52,0.0,0.35,1.02,2.75,,0.0,8.25,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:18:45,2021-01-01 00:21:33,2021-01-01 00:21:46,2021-01-01 00:38:08,80,36,2.45,982,13.45,0.0,0.4,1.19,0.0,,0.0,12.59,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:37:19,2021-01-01 00:42:21,2021-01-01 00:44:22,2021-01-01 01:15:07,198,239,9.15,1846,29.73,0.0,1.6,3.2,2.75,,8.09,27.23,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:10:41,,2021-01-01 00:16:04,2021-01-01 00:24:19,181,40,2.009,495,10.34,0.0,0.16,0.47,0.0,,2.0,6.37,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:23:39,,2021-01-01 00:27:37,2021-01-01 00:31:33,52,54,0.807,236,7.27,0.0,0.22,0.65,0.0,,1.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:30:28,,2021-01-01 00:35:19,2021-01-01 00:47:53,52,181,2.65,754,13.23,0.0,0.4,1.17,0.0,,2.0,9.25,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:46:12,,2021-01-01 00:49:55,2021-01-01 01:00:41,181,40,2.375,646,12.38,0.0,0.37,1.1,0.0,,0.0,9.55,N,N,N,N,N
HV0003,B02617,B02617,2020-12-31 23:57:24,2020-12-31 23:59:47,2021-01-01 00:01:20,2021-01-01 00:07:39,151,238,1.23,379,7.91,0.0,0.24,0.7,2.75,,0.0,6.52,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:07:36,2021-01-01 00:08:55,2021-01-01 00:10:07,2021-01-01 00:19:39,238,75,2.33,572,10.26,0.0,0.49,0.92,2.75,,2.82,8.49,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:20:03,2021-01-01 00:21:06,2021-01-01 00:23:06,2021-01-01 00:52:07,75,18,7.89,1741,24.82,0.0,0.74,2.2,0.0,,0.0,24.4,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:49:17,2021-01-01 00:55:54,2021-01-01 00:56:04,2021-01-01 01:15:16,241,51,5.24,1152,20.16,0.0,0.6,1.79,0.0,,0.0,17.55,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:13:48,2021-01-01 00:18:43,2021-01-01 00:20:38,2021-01-01 00:29:26,259,81,1.67,528,7.58,0.0,0.23,0.67,0.0,,0.0,7.64,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:26:31,2021-01-01 00:32:03,2021-01-01 00:33:14,2021-01-01 00:38:06,254,259,1.16,292,7.91,0.0,0.24,0.7,0.0,,0.0,6.77,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:33:35,2021-01-01 00:43:51,2021-01-01 00:44:10,2021-01-01 00:49:45,81,81,1.35,335,9.49,0.0,0.28,0.84,0.0,,0.0,6.77,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:44:49,2021-01-01 00:52:39,2021-01-01 00:54:39,2021-01-01 01:05:22,3,32,1.87,643,11.64,0.0,0.35,1.03,0.0,,0.0,10.06,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:16:20,,2021-01-01 00:19:29,2021-01-01 00:32:22,239,116,3.757,773,13.64,0.0,0.41,1.21,2.75,,0.0,10.64,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:31:48,,2021-01-01 00:35:24,2021-01-01 00:53:31,116,18,5.08,1087,20.09,0.0,0.6,1.78,0.0,,0.0,16.24,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:17:03,,2021-01-01 00:19:41,2021-01-01 00:34:50,141,143,2.183,909,10.43,0.0,0.31,0.93,2.75,,0.0,11.29,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:00:56,2021-01-01 00:03:13,2021-01-01 00:04:46,2021-01-01 00:11:58,79,141,2.64,432,10.75,0.0,0.32,0.95,2.75,,0.0,7.5,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:33:37,2021-01-01 00:36:03,2021-01-01 00:38:03,2021-01-01 00:42:18,143,142,0.54,255,7.76,0.0,0.54,0.7,2.75,,4.7,6.36,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:42:44,2021-01-01 00:43:43,2021-01-01 00:45:44,2021-01-01 00:56:29,142,41,2.85,646,13.26,0.0,0.4,1.18,2.75,,0.0,9.52,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:40:24,2021-01-01 00:44:14,2021-01-01 00:44:55,2021-01-01 00:57:11,74,42,2.23,736,10.93,0.0,0.33,0.97,0.0,,0.0,9.81,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:34:44,,2021-01-01 00:40:26,2021-01-01 00:51:37,80,36,2.149,671,10.22,0.0,0.31,0.91,0.0,,0.0,8.0,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:45:37,,2021-01-01 00:54:42,2021-01-01 01:01:15,36,36,1.176,393,7.13,0.0,0.21,0.63,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:23:34,,2021-01-01 00:32:45,2021-01-01 00:59:46,130,232,16.15,1621,40.31,1.02,1.24,3.67,2.75,,5.0,31.5,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:46:30,2021-01-01 00:49:25,2021-01-01 00:51:26,2021-01-01 00:54:29,170,170,0.43,183,8.13,0.0,0.24,0.72,2.75,,0.0,6.07,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:43:44,2021-01-01 00:44:02,2021-01-01 00:46:03,2021-01-01 01:21:10,230,71,13.87,2108,44.96,0.0,1.53,4.53,2.75,,0.0,34.35,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:48:24,2021-01-01 00:51:37,2021-01-01 00:53:37,2021-01-01 01:06:05,87,80,5.19,748,17.36,0.0,0.52,1.54,2.75,,0.0,12.78,N,N, ,N,N
HV0003,B02884,B02884,2021-01-01 00:16:41,2021-01-01 00:18:36,2021-01-01 00:20:36,2021-01-01 00:43:17,238,265,7.58,1361,21.06,20.0,1.23,0.0,0.0,,0.0,23.34,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:00:58,2021-01-01 00:03:51,2021-01-01 00:05:53,2021-01-01 00:13:52,97,189,1.46,479,9.05,0.0,0.27,0.8,0.0,,0.0,6.98,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:12:04,2021-01-01 00:12:25,2021-01-01 00:14:25,2021-01-01 00:22:03,164,158,1.65,458,9.15,0.0,0.27,0.81,2.75,,0.0,7.07,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:32:42,2021-01-01 00:35:00,2021-01-01 00:35:19,2021-01-01 01:04:12,249,85,7.34,1733,30.89,0.0,0.93,2.74,2.75,,0.0,24.0,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:19:37,,2021-01-01 00:25:25,2021-01-01 00:56:51,48,181,7.392,1886,32.74,1.86,1.04,3.07,2.75,,0.0,24.0,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:14:18,2021-01-01 00:16:01,2021-01-01 00:18:01,2021-01-01 00:38:52,74,163,4.52,1251,18.34,0.0,0.55,1.63,2.75,,0.0,16.74,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:40:48,2021-01-01 00:44:05,2021-01-01 00:46:05,2021-01-01 00:56:03,230,237,1.55,598,9.72,0.0,0.29,0.86,2.75,,0.0,8.63,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:03:19,2021-01-01 00:08:48,2021-01-01 00:10:03,2021-01-01 00:16:12,202,179,1.57,369,8.7,0.0,0.26,0.77,0.0,,0.0,6.67,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:12:57,2021-01-01 00:19:00,2021-01-01 00:19:38,2021-01-01 00:39:17,179,157,8.13,1179,24.45,0.0,0.73,2.17,0.0,,0.0,20.11,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:51:02,2021-01-01 00:55:32,2021-01-01 00:57:32,2021-01-01 01:08:36,37,36,2.28,664,11.13,0.0,0.33,0.99,0.0,,0.0,9.35,N,N, ,N,N
HV0003,B02395,B02395,2021-01-01 00:33:54,2021-01-01 00:37:13,2021-01-01 00:39:15,2021-01-01 00:54:19,223,7,3.31,905,15.44,0.0,0.0,0.0,0.0,,0.0,12.31,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:29:14,2021-01-01 00:33:10,2021-01-01 00:33:25,2021-01-01 01:07:43,33,24,11.81,2058,41.17,0.0,1.24,3.65,2.75,,0.0,30.94,N,N, ,N,N
HV0003,B02879,B02879,2021-01-01 00:14:25,2021-01-01 00:18:14,2021-01-01 00:20:14,2021-01-01 00:31:48,169,168,5.07,694,16.37,0.0,0.49,1.45,0.0,,0.0,12.54,N,N, ,N,N
HV0003,B02879,B02879,2021-01-01 00:39:40,2021-01-01 00:41:34,2021-01-01 00:43:34,2021-01-01 00:51:23,168,159,0.99,469,9.39,0.0,0.28,0.83,0.0,,0.0,7.64,N,N, ,N,N
HV0003,B02879,B02879,2021-01-01 00:48:54,2021-01-01 00:56:54,2021-01-01 00:57:11,2021-01-01 01:07:30,168,126,1.79,619,8.33,0.0,0.25,0.74,0.0,,0.0,8.28,N,N, ,N,N
HV0003,B02866,B02866,2021-01-01 00:11:30,2021-01-01 00:12:25,2021-01-01 00:13:28,2021-01-01 00:31:48,49,37,3.81,1100,16.92,0.0,0.51,1.5,0.0,,0.0,15.37,N,N, ,N,N
HV0003,B02866,B02866,2021-01-01 00:30:20,2021-01-01 00:32:36,2021-01-01 00:33:35,2021-01-01 00:50:00,37,63,3.04,985,11.24,0.0,0.34,1.0,0.0,,0.0,13.56,N,N, ,N,N
HV0003,B02866,B02866,2021-01-01 00:39:59,2021-01-01 00:54:32,2021-01-01 00:55:44,2021-01-01 01:02:57,76,76,1.8,433,8.7,0.0,0.26,0.77,0.0,,0.0,7.58,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:06:24,2021-01-01 00:08:15,2021-01-01 00:09:29,2021-01-01 00:28:43,255,36,4.09,1154,23.19,0.0,0.94,2.07,0.0,,3.67,15.18,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:28:55,2021-01-01 00:31:27,2021-01-01 00:33:27,2021-01-01 00:45:59,36,134,4.97,752,16.88,0.0,0.51,1.5,0.0,,0.0,12.79,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:42:52,2021-01-01 00:47:51,2021-01-01 00:48:52,2021-01-01 01:05:10,134,53,7.51,978,21.1,0.0,0.63,1.87,0.0,,0.0,17.47,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:11:43,2021-01-01 00:17:33,2021-01-01 00:19:33,2021-01-01 00:31:24,198,80,2.42,711,11.58,0.0,0.35,1.03,0.0,,0.0,11.07,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:49:37,2021-01-01 00:56:58,2021-01-01 00:57:36,2021-01-01 01:19:49,112,24,7.11,1333,30.68,0.0,1.1,3.27,2.75,,0.0,24.33,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:16:21,2021-01-01 00:18:30,2021-01-01 00:19:05,2021-01-01 00:43:14,7,254,11.37,1449,28.24,6.12,1.03,3.05,0.0,,0.0,26.67,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:38:11,2021-01-01 00:47:06,2021-01-01 00:47:21,2021-01-01 01:02:22,254,243,7.2,901,24.96,0.0,0.75,2.22,0.0,,0.0,19.48,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:10:55,,2021-01-01 00:16:54,2021-01-01 00:35:21,41,213,7.097,1107,26.58,0.49,0.81,2.4,0.0,,0.0,20.78,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:29:25,,2021-01-01 00:39:09,2021-01-01 00:53:37,213,18,5.334,868,22.05,0.0,0.66,1.96,0.0,,0.0,13.18,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:51:12,,2021-01-01 00:56:07,2021-01-01 01:09:57,18,247,1.837,830,15.95,0.0,0.48,1.42,0.0,,0.0,8.99,N,N,N,N,N
HV0003,B02878,B02878,2021-01-01 00:05:15,2021-01-01 00:07:19,2021-01-01 00:08:05,2021-01-01 00:13:35,259,259,1.5,330,7.91,0.0,0.24,0.7,0.0,,0.0,9.4,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:13:39,2021-01-01 00:16:55,2021-01-01 00:17:25,2021-01-01 00:38:59,259,250,7.54,1294,22.58,0.0,0.68,2.0,0.0,,0.0,23.15,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:34:15,2021-01-01 00:42:39,2021-01-01 00:43:32,2021-01-01 01:02:38,250,151,10.69,1146,30.54,0.0,0.92,2.73,2.75,,0.0,28.8,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:19:20,2021-01-01 00:23:39,2021-01-01 00:23:51,2021-01-01 00:29:10,22,21,0.98,319,9.44,0.0,0.28,0.84,0.0,,0.0,8.38,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:27:24,2021-01-01 00:31:11,2021-01-01 00:31:28,2021-01-01 00:38:23,21,108,1.94,415,8.83,0.0,0.26,0.78,0.0,,0.0,7.19,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:34:18,2021-01-01 00:42:23,2021-01-01 00:42:31,2021-01-01 00:57:25,108,155,8.06,894,26.62,0.0,0.8,2.36,0.0,,0.0,17.95,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:03:27,2021-01-01 00:05:28,2021-01-01 00:06:20,2021-01-01 00:11:32,197,216,1.33,312,8.7,0.0,0.26,0.77,0.0,,0.0,6.76,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:17:24,2021-01-01 00:18:20,2021-01-01 00:20:20,2021-01-01 00:36:49,216,70,7.49,989,19.99,0.0,0.6,1.77,0.0,,0.0,17.92,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:36:55,2021-01-01 00:39:40,2021-01-01 00:40:09,2021-01-01 00:47:12,70,82,1.24,423,8.7,0.0,0.26,0.77,0.0,,0.0,6.77,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:44:24,2021-01-01 00:50:59,2021-01-01 00:50:59,2021-01-01 00:53:56,82,82,0.47,177,7.91,0.0,0.24,0.7,0.0,,0.0,6.77,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:16:36,,2021-01-01 00:20:26,2021-01-01 00:41:46,166,234,7.358,1280,21.67,0.0,0.65,1.92,2.75,,0.0,18.88,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:46:35,,2021-01-01 00:52:06,2021-01-01 01:09:19,170,129,6.924,1033,26.22,4.8,0.93,2.75,2.75,,9.36,19.87,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:08:53,,2021-01-01 00:11:41,2021-01-01 00:23:35,235,60,2.221,714,10.23,0.0,0.31,0.91,0.0,,0.0,26.95,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:19:03,,2021-01-01 00:27:25,2021-01-01 00:42:25,167,182,3.731,900,11.0,0.0,0.33,0.98,0.0,,0.0,11.68,N,N,N,N,N
HV0003,B02888,B02888,2021-01-01 00:28:14,2021-01-01 00:29:49,2021-01-01 00:31:50,2021-01-01 00:45:50,80,145,2.85,841,14.65,0.0,0.74,1.31,0.0,,4.7,11.8,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:44:13,2021-01-01 00:47:05,2021-01-01 00:49:05,2021-01-01 00:58:39,145,145,1.23,574,10.6,0.0,0.32,0.94,0.0,,0.0,9.03,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:10:15,2021-01-01 00:14:10,2021-01-01 00:14:31,2021-01-01 00:33:48,97,158,4.66,1157,17.7,0.0,0.98,1.59,2.75,,6.76,15.35,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:38:54,2021-01-01 00:40:06,2021-01-01 00:42:06,2021-01-01 00:59:10,231,40,5.51,1024,18.98,0.0,0.75,2.23,2.75,,0.0,15.19,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:21:52,,2021-01-01 00:25:16,2021-01-01 00:42:39,137,80,6.281,1043,17.12,4.25,0.64,1.9,2.75,,5.33,15.71,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:41:45,,2021-01-01 00:46:56,2021-01-01 01:06:59,80,89,9.452,1203,28.26,0.0,0.85,2.51,0.0,,0.0,20.56,N,N,N,N,N
HV0003,B02882,B02882,2021-01-01 00:37:19,2021-01-01 00:41:20,2021-01-01 00:42:43,2021-01-01 00:58:52,69,213,6.22,969,18.95,0.0,0.57,1.68,0.0,,0.0,17.03,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:12:36,2021-01-01 00:14:01,2021-01-01 00:15:09,2021-01-01 00:23:06,170,79,1.36,477,9.44,0.0,0.28,0.84,2.75,,0.0,8.11,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:57:24,2021-01-01 00:57:57,2021-01-01 00:58:37,2021-01-01 01:12:59,137,33,6.04,862,19.05,0.0,0.57,1.69,2.75,,0.0,15.19,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:36:30,2021-01-01 00:48:20,2021-01-01 00:49:13,2021-01-01 00:55:08,232,45,1.17,355,7.88,0.0,0.3,0.7,2.75,,0.94,7.01,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:08:47,2021-01-01 00:10:11,2021-01-01 00:11:35,2021-01-01 00:19:09,17,225,1.41,454,7.91,0.0,0.24,0.7,0.0,,0.0,7.57,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:30:16,2021-01-01 00:33:07,2021-01-01 00:33:18,2021-01-01 00:37:15,61,225,0.92,237,8.67,0.0,0.32,0.77,0.0,,0.94,7.57,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:39:58,2021-01-01 00:41:03,2021-01-01 00:43:03,2021-01-01 01:01:06,225,76,5.18,1083,21.34,0.0,0.64,1.89,0.0,,0.0,16.96,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:22:58,2021-01-01 00:25:13,2021-01-01 00:26:11,2021-01-01 00:35:51,223,173,3.05,580,13.32,0.0,0.4,1.18,0.0,,0.0,9.54,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:34:53,2021-01-01 00:39:17,2021-01-01 00:39:31,2021-01-01 00:55:47,173,97,10.14,976,24.6,0.0,0.9,2.19,0.0,,2.34,20.67,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:33:22,,2021-01-01 00:35:35,2021-01-01 00:48:24,234,68,1.337,769,7.37,0.0,0.22,0.65,2.75,,10.0,7.93,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:47:41,,2021-01-01 00:50:38,2021-01-01 01:03:50,68,238,4.186,792,16.24,0.0,0.49,1.44,2.75,,0.0,11.27,N,N,N,N,N
HV0003,B02836,B02836,2021-01-01 00:29:12,2021-01-01 00:34:02,2021-01-01 00:34:26,2021-01-01 00:48:34,161,179,4.37,848,21.39,0.0,0.64,1.9,2.75,,0.0,14.89,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:45:55,2021-01-01 00:51:46,2021-01-01 00:53:49,2021-01-01 01:13:50,179,243,8.65,1202,22.76,6.12,0.87,2.56,0.0,,0.0,20.75,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:09:09,,2021-01-01 00:12:29,2021-01-01 00:34:58,77,157,12.733,1349,29.13,0.0,0.87,2.59,0.0,,0.0,25.43,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:38:01,,2021-01-01 00:42:02,2021-01-01 00:51:18,157,260,2.08,556,10.09,0.0,0.3,0.9,0.0,,0.0,6.97,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:47:40,,2021-01-01 00:52:38,2021-01-01 01:06:15,260,112,3.078,817,11.12,0.0,0.33,0.99,0.0,,2.0,10.25,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:41:14,,2021-01-01 00:44:46,2021-01-01 00:54:21,79,232,2.025,575,8.36,0.0,0.25,0.74,2.75,,0.0,7.06,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:23:07,,2021-01-01 00:26:42,2021-01-01 00:31:08,28,130,1.257,266,6.42,0.0,0.19,0.57,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:28:56,,2021-01-01 00:33:19,2021-01-01 01:00:28,215,265,18.274,1629,41.04,0.0,1.23,3.64,0.0,,0.0,36.94,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:13:14,,2021-01-01 00:17:27,2021-01-01 00:31:31,75,243,5.791,844,19.4,0.0,0.52,1.53,0.0,,3.86,13.49,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:23:16,,2021-01-01 00:34:35,2021-01-01 00:42:25,243,152,3.033,470,12.27,0.0,0.37,1.09,0.0,,0.0,7.3,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:40:19,,2021-01-01 00:45:45,2021-01-01 01:10:24,152,69,3.452,1479,34.67,0.0,1.04,3.08,0.0,,0.0,20.8,N,N,N,N,N
HV0003,B02869,B02869,2021-01-01 00:22:16,2021-01-01 00:22:42,2021-01-01 00:24:42,2021-01-01 00:48:16,125,37,4.71,1414,22.42,0.0,0.67,1.99,2.75,,0.0,18.17,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:44:11,2021-01-01 00:49:58,2021-01-01 00:50:13,2021-01-01 00:53:34,37,36,0.76,201,7.88,0.0,0.3,0.7,0.0,,0.94,6.53,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:44:15,2021-01-01 00:45:25,2021-01-01 00:46:44,2021-01-01 01:03:49,143,224,5.22,1025,19.84,0.0,0.6,1.76,2.75,,0.0,15.57,N,N, ,N,N
HV0003,B02884,B02884,2021-01-01 00:09:55,2021-01-01 00:12:05,2021-01-01 00:12:13,2021-01-01 00:23:37,244,235,2.02,684,10.8,0.0,0.32,0.96,0.0,,0.0,9.74,N,N, ,N,N
HV0003,B02884,B02884,2021-01-01 00:23:11,2021-01-01 00:25:34,2021-01-01 00:27:35,2021-01-01 00:35:36,235,235,1.05,481,9.07,0.0,0.27,0.8,0.0,,0.0,8.06,N,N, ,N,N
HV0003,B02884,B02884,2021-01-01 00:34:16,2021-01-01 00:39:58,2021-01-01 00:40:46,2021-01-01 01:08:08,235,129,10.01,1642,29.13,6.12,1.06,3.13,0.0,,0.0,26.57,N,N, ,N,N
HV0003,B02879,B02879,2021-01-01 00:15:37,2021-01-01 00:20:38,2021-01-01 00:20:49,2021-01-01 00:28:48,223,7,1.86,479,18.88,0.0,0.57,1.68,0.0,,0.0,14.08,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:11:03,,2021-01-01 00:15:28,2021-01-01 00:21:12,231,33,2.044,344,10.7,0.27,0.33,0.97,2.75,,3.0,7.07,N,N,N,N,N
HV0003,B02878,B02878,2021-01-01 00:21:17,2021-01-01 00:23:24,2021-01-01 00:28:24,2021-01-01 00:57:02,33,231,2.79,1718,38.46,0.0,1.15,3.41,2.75,,0.0,30.14,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:17:16,,2021-01-01 00:25:08,2021-01-01 00:36:39,226,157,2.644,691,12.22,0.0,0.37,1.08,0.0,,0.0,8.72,N,N,N,N,N
